level,parent,Topic / Item,Count,Average,Min Val,Max Val,Rate (ms),Percent,Burst Rate,Burst Start
1,/Source IPv4 Addresses,172.31.20.47,330274,,,,0.0001,43.71%,16.58,1784686.625
1,/Source IPv4 Addresses,198.98.53.156,59421,,,,0,7.86%,0.04,211572.242
1,/Source IPv4 Addresses,54.169.144.212,29589,,,,0,3.92%,30.94,1784686.4
1,/Source IPv4 Addresses,50.23.83.142,22928,,,,0,3.03%,0.02,721009.328
1,/Source IPv4 Addresses,94.237.28.203,11529,,,,0,1.53%,0.05,365843.925
1,/Source IPv4 Addresses,54.179.137.100,11390,,,,0,1.51%,37.44,1124744.91
1,/Source IPv4 Addresses,203.86.8.44,10041,,,,0,1.33%,0.04,377235.184
1,/Source IPv4 Addresses,199.195.248.31,9552,,,,0,1.26%,0.03,31612.489
1,/Source IPv4 Addresses,54.169.117.133,9068,,,,0,1.20%,24.04,2456804.685
1,/Source IPv4 Addresses,54.179.187.123,8798,,,,0,1.16%,14.28,1124734.837
1,/Source IPv4 Addresses,202.4.107.94,8580,,,,0,1.14%,0.05,2388052.783
1,/Source IPv4 Addresses,128.226.43.50,8013,,,,0,1.06%,0.02,1637837.007
1,/Source IPv4 Addresses,61.91.3.180,6457,,,,0,0.85%,0.05,1448024.028
1,/Source IPv4 Addresses,213.39.59.87,5862,,,,0,0.78%,0.02,1431579.231
1,/Source IPv4 Addresses,89.218.176.232,5402,,,,0,0.71%,0.03,61322.467
1,/Source IPv4 Addresses,195.178.106.165,4231,,,,0,0.56%,0.03,138676.663
1,/Source IPv4 Addresses,35.154.125.170,3929,,,,0,0.52%,0.04,2560641.796
1,/Source IPv4 Addresses,103.224.80.24,3812,,,,0,0.50%,0.02,566547.247
1,/Source IPv4 Addresses,198.98.61.180,3580,,,,0,0.47%,0.03,1581489.369
1,/Source IPv4 Addresses,45.59.215.94,3259,,,,0,0.43%,0.02,2267187.21
1,/Source IPv4 Addresses,5.188.10.156,3175,,,,0,0.42%,0.03,4075.074
1,/Source IPv4 Addresses,121.18.238.106,2786,,,,0,0.37%,0.03,2129.569
1,/Source IPv4 Addresses,139.219.70.7,2638,,,,0,0.35%,0.02,381526.917
1,/Source IPv4 Addresses,221.194.47.233,2618,,,,0,0.35%,0.03,53729.062
1,/Source IPv4 Addresses,222.85.181.15,2562,,,,0,0.34%,0.03,1194365.194
1,/Source IPv4 Addresses,195.9.95.134,2509,,,,0,0.33%,0.02,1039146.339
1,/Source IPv4 Addresses,121.18.238.125,2481,,,,0,0.33%,0.03,187626.829
1,/Source IPv4 Addresses,78.46.247.60,2422,,,,0,0.32%,0.03,185976.7
1,/Source IPv4 Addresses,221.194.47.236,2387,,,,0,0.32%,0.03,360105.831
1,/Source IPv4 Addresses,61.234.140.229,2367,,,,0,0.31%,0.04,722143.944
1,/Source IPv4 Addresses,121.18.238.119,2341,,,,0,0.31%,0.03,166960.323
1,/Source IPv4 Addresses,185.58.207.26,2334,,,,0,0.31%,0.02,1205255.353
1,/Source IPv4 Addresses,221.194.47.242,2308,,,,0,0.31%,0.04,1862562.859
1,/Source IPv4 Addresses,13.82.174.176,2292,,,,0,0.30%,0.02,1238773.177
1,/Source IPv4 Addresses,123.244.9.80,2289,,,,0,0.30%,0.03,285142.537
1,/Source IPv4 Addresses,111.93.246.114,2283,,,,0,0.30%,0.04,2217108.935
1,/Source IPv4 Addresses,115.159.0.219,2256,,,,0,0.30%,0.03,539012.709
1,/Source IPv4 Addresses,221.194.47.221,2194,,,,0,0.29%,0.03,171272.892
1,/Source IPv4 Addresses,221.194.44.212,2188,,,,0,0.29%,0.03,15987.06
1,/Source IPv4 Addresses,121.18.238.28,2182,,,,0,0.29%,0.03,30256.566
1,/Source IPv4 Addresses,123.244.9.75,2115,,,,0,0.28%,0.03,266358.213
1,/Source IPv4 Addresses,91.189.91.26,2066,,,,0,0.27%,1.45,2343336.575
1,/Source IPv4 Addresses,203.129.224.86,2038,,,,0,0.27%,0.04,1429514.66
1,/Source IPv4 Addresses,123.244.9.73,2016,,,,0,0.27%,0.03,281864.447
1,/Source IPv4 Addresses,181.214.87.4,1974,,,,0,0.26%,0.03,740898.643
1,/Source IPv4 Addresses,121.18.238.123,1963,,,,0,0.26%,0.03,194634.62
1,/Source IPv4 Addresses,123.244.9.76,1961,,,,0,0.26%,0.03,255945.248
1,/Source IPv4 Addresses,13.93.161.130,1898,,,,0,0.25%,0.02,2029276.305
1,/Source IPv4 Addresses,123.244.9.79,1874,,,,0,0.25%,0.03,255096.514
1,/Source IPv4 Addresses,123.244.9.74,1868,,,,0,0.25%,0.03,270835.916
1,/Source IPv4 Addresses,203.206.111.79,1866,,,,0,0.25%,0.08,2423554.982
1,/Source IPv4 Addresses,164.132.206.167,1865,,,,0,0.25%,0.02,2252356.73
1,/Source IPv4 Addresses,123.244.9.77,1819,,,,0,0.24%,0.03,363169.689
1,/Source IPv4 Addresses,138.94.58.133,1807,,,,0,0.24%,0.02,239909.456
1,/Source IPv4 Addresses,123.244.9.78,1777,,,,0,0.24%,0.03,509483.937
1,/Source IPv4 Addresses,91.189.91.23,1694,,,,0,0.22%,1.31,1868916.878
1,/Source IPv4 Addresses,172.31.16.1,1647,,,,0,0.22%,0.01,833.309
1,/Source IPv4 Addresses,91.189.88.149,1544,,,,0,0.20%,1.29,1353936.633
1,/Source IPv4 Addresses,13.73.167.116,1521,,,,0,0.20%,0.02,1196643.014
1,/Source IPv4 Addresses,180.76.242.180,1473,,,,0,0.19%,0.02,927088.229
1,/Source IPv4 Addresses,111.206.102.109,1455,,,,0,0.19%,0.02,666385.426
1,/Source IPv4 Addresses,168.232.157.132,1369,,,,0,0.18%,0.03,2445179.7
1,/Source IPv4 Addresses,91.189.88.152,1352,,,,0,0.18%,1.3,708276.55
1,/Source IPv4 Addresses,51.141.167.103,1302,,,,0,0.17%,0.03,1946424.381
1,/Source IPv4 Addresses,80.82.77.139,1287,,,,0,0.17%,0.04,1873824.448
1,/Source IPv4 Addresses,186.46.25.210,1236,,,,0,0.16%,0.02,406278.465
1,/Source IPv4 Addresses,52.174.124.74,1192,,,,0,0.16%,0.02,2037310.004
1,/Source IPv4 Addresses,182.201.173.86,1178,,,,0,0.16%,0.03,762009.457
1,/Source IPv4 Addresses,120.92.149.198,1165,,,,0,0.15%,0.02,1595501.934
1,/Source IPv4 Addresses,91.189.88.161,1095,,,,0,0.14%,1.21,1213656.824
1,/Source IPv4 Addresses,13.82.100.49,959,,,,0,0.13%,0.02,2497719.484
1,/Source IPv4 Addresses,103.99.0.192,869,,,,0,0.12%,0.05,2100862.926
1,/Source IPv4 Addresses,23.20.102.131,833,,,,0,0.11%,0.02,2394942.456
1,/Source IPv4 Addresses,112.217.150.112,759,,,,0,0.10%,0.04,752760.006
1,/Source IPv4 Addresses,40.113.23.4,701,,,,0,0.09%,0.02,1582793.846
1,/Source IPv4 Addresses,91.189.89.198,695,,,,0,0.09%,0.01,1662.692
1,/Source IPv4 Addresses,212.109.192.52,684,,,,0,0.09%,0.02,98843.993
1,/Source IPv4 Addresses,180.76.232.80,607,,,,0,0.08%,0.03,911979.451
1,/Source IPv4 Addresses,27.255.81.155,602,,,,0,0.08%,0.02,91788.112
1,/Source IPv4 Addresses,91.189.91.157,598,,,,0,0.08%,0.01,1398904.486
1,/Source IPv4 Addresses,34.214.239.173,583,,,,0,0.08%,0.02,698031.307
1,/Source IPv4 Addresses,118.193.31.181,542,,,,0,0.07%,0.05,1781763.665
1,/Source IPv4 Addresses,172.31.0.2,542,,,,0,0.07%,0.06,22894.665
1,/Source IPv4 Addresses,51.140.28.116,527,,,,0,0.07%,0.03,2007829.35
1,/Source IPv4 Addresses,173.212.235.118,509,,,,0,0.07%,0.03,107784.131
1,/Source IPv4 Addresses,195.251.255.69,497,,,,0,0.07%,0.01,1872.329
1,/Source IPv4 Addresses,203.178.148.19,497,,,,0,0.07%,0.01,906.549
1,/Source IPv4 Addresses,65.123.202.139,496,,,,0,0.07%,0.01,2189.807
1,/Source IPv4 Addresses,195.169.125.251,495,,,,0,0.07%,0.01,3455.554
1,/Source IPv4 Addresses,206.117.25.90,494,,,,0,0.07%,0.01,1542.323
1,/Source IPv4 Addresses,192.173.146.115,483,,,,0,0.06%,0.03,989408.392
1,/Source IPv4 Addresses,128.199.153.67,461,,,,0,0.06%,0.14,2036844.469
1,/Source IPv4 Addresses,80.82.77.33,453,,,,0,0.06%,0.04,2217929.455
1,/Source IPv4 Addresses,129.82.138.44,449,,,,0,0.06%,0.01,2336.737
1,/Source IPv4 Addresses,190.15.143.53,432,,,,0,0.06%,0.02,2196686.459
1,/Source IPv4 Addresses,139.162.99.243,418,,,,0,0.06%,0.05,269058.561
1,/Source IPv4 Addresses,52.179.176.51,407,,,,0,0.05%,0.02,1344122.157
1,/Source IPv4 Addresses,221.194.47.245,397,,,,0,0.05%,0.03,2356477.047
1,/Source IPv4 Addresses,162.213.33.200,385,,,,0,0.05%,0.04,40030.763
1,/Source IPv4 Addresses,106.120.240.180,370,,,,0,0.05%,0.02,684975.751
1,/Source IPv4 Addresses,138.197.95.215,365,,,,0,0.05%,0.02,1526291.138
1,/Source IPv4 Addresses,185.165.29.198,359,,,,0,0.05%,0.03,248312.189
1,/Source IPv4 Addresses,162.213.33.233,352,,,,0,0.05%,0.04,708130.943
1,/Source IPv4 Addresses,162.213.33.196,349,,,,0,0.05%,0.04,421030.728
1,/Source IPv4 Addresses,139.162.117.40,339,,,,0,0.04%,0.06,2454620.497
1,/Source IPv4 Addresses,52.80.113.167,316,,,,0,0.04%,0.03,1059149.656
1,/Source IPv4 Addresses,120.92.42.180,303,,,,0,0.04%,0.03,248838.311
1,/Source IPv4 Addresses,91.189.88.162,303,,,,0,0.04%,0.5,185737.003
1,/Source IPv4 Addresses,80.241.210.155,291,,,,0,0.04%,0.03,731025.962
1,/Source IPv4 Addresses,31.207.47.5,288,,,,0,0.04%,0.02,537.517
1,/Source IPv4 Addresses,119.28.137.143,285,,,,0,0.04%,0.04,922558.749
1,/Source IPv4 Addresses,173.12.0.170,273,,,,0,0.04%,0.02,2163803.704
1,/Source IPv4 Addresses,178.79.163.193,272,,,,0,0.04%,0.03,117207.337
1,/Source IPv4 Addresses,221.194.47.239,271,,,,0,0.04%,0.03,2363119.581
1,/Source IPv4 Addresses,117.159.147.58,268,,,,0,0.04%,0.04,536152.302
1,/Source IPv4 Addresses,58.218.205.102,260,,,,0,0.03%,0.01,8847.492
1,/Source IPv4 Addresses,103.90.228.120,255,,,,0,0.03%,0.01,2414898.366
1,/Source IPv4 Addresses,221.194.47.243,254,,,,0,0.03%,0.03,2416083.337
1,/Source IPv4 Addresses,176.58.107.208,253,,,,0,0.03%,0.03,2104016.885
1,/Source IPv4 Addresses,113.190.60.128,252,,,,0,0.03%,0.03,157949.15
1,/Source IPv4 Addresses,85.90.246.21,252,,,,0,0.03%,0.03,1217945.828
1,/Source IPv4 Addresses,123.249.76.76,250,,,,0,0.03%,0.03,379241.358
1,/Source IPv4 Addresses,45.33.93.83,250,,,,0,0.03%,0.04,117094.502
1,/Source IPv4 Addresses,85.93.20.252,231,,,,0,0.03%,0.02,1122068.209
1,/Source IPv4 Addresses,142.4.5.92,222,,,,0,0.03%,0.01,252196.343
1,/Source IPv4 Addresses,139.162.122.110,210,,,,0,0.03%,0.08,254889.859
1,/Source IPv4 Addresses,103.89.89.169,206,,,,0,0.03%,0.04,368431.662
1,/Source IPv4 Addresses,52.80.115.208,201,,,,0,0.03%,0.02,1587695.188
1,/Source IPv4 Addresses,71.6.165.200,193,,,,0,0.03%,0.03,2437164.23
1,/Source IPv4 Addresses,125.75.207.25,189,,,,0,0.03%,0.02,220881.437
1,/Source IPv4 Addresses,123.194.184.19,187,,,,0,0.02%,0.04,2354182.405
1,/Source IPv4 Addresses,121.18.238.39,177,,,,0,0.02%,0.03,2549145.649
1,/Source IPv4 Addresses,116.211.26.43,175,,,,0,0.02%,0.02,708934.91
1,/Source IPv4 Addresses,128.199.165.243,174,,,,0,0.02%,0.06,2228132.54
1,/Source IPv4 Addresses,139.162.199.79,173,,,,0,0.02%,0.03,337665.721
1,/Source IPv4 Addresses,221.194.44.102,172,,,,0,0.02%,0.02,97334.23
1,/Source IPv4 Addresses,176.58.118.190,166,,,,0,0.02%,0.03,2282661.481
1,/Source IPv4 Addresses,172.104.136.78,164,,,,0,0.02%,0.03,835807.679
1,/Source IPv4 Addresses,172.104.150.18,164,,,,0,0.02%,0.03,2584372.015
1,/Source IPv4 Addresses,172.104.157.220,164,,,,0,0.02%,0.03,2702.997
1,/Source IPv4 Addresses,45.33.10.246,164,,,,0,0.02%,0.03,2151790.542
1,/Source IPv4 Addresses,5.101.0.9,164,,,,0,0.02%,0.02,1446083.574
1,/Source IPv4 Addresses,121.14.7.244,162,,,,0,0.02%,0.03,2550201.415
1,/Source IPv4 Addresses,197.230.43.30,155,,,,0,0.02%,0.02,482258.98
1,/Source IPv4 Addresses,60.173.82.156,155,,,,0,0.02%,0.03,554885.71
1,/Source IPv4 Addresses,91.189.95.15,150,,,,0,0.02%,0.03,8149.507
1,/Source IPv4 Addresses,122.114.26.177,145,,,,0,0.02%,0.03,883395.128
1,/Source IPv4 Addresses,212.83.130.186,138,,,,0,0.02%,0.04,874860.13
1,/Source IPv4 Addresses,183.129.255.34,136,,,,0,0.02%,0.02,69882.158
1,/Source IPv4 Addresses,122.114.26.181,129,,,,0,0.02%,0.03,2309131.663
1,/Source IPv4 Addresses,109.74.198.185,125,,,,0,0.02%,0.03,3002.322
1,/Source IPv4 Addresses,164.52.0.140,125,,,,0,0.02%,0.05,1712649.051
1,/Source IPv4 Addresses,205.209.165.227,125,,,,0,0.02%,0.03,1839377.44
1,/Source IPv4 Addresses,58.213.106.242,125,,,,0,0.02%,0.02,1367716.953
1,/Source IPv4 Addresses,123.249.3.69,122,,,,0,0.02%,0.03,1463697.031
1,/Source IPv4 Addresses,205.209.157.194,122,,,,0,0.02%,0.03,1651849.676
1,/Source IPv4 Addresses,189.59.8.121,116,,,,0,0.02%,0.01,17371.273
1,/Source IPv4 Addresses,14.134.10.18,109,,,,0,0.01%,0.03,1245867.767
1,/Source IPv4 Addresses,182.100.67.118,108,,,,0,0.01%,0.01,63544.551
1,/Source IPv4 Addresses,103.89.91.163,105,,,,0,0.01%,0.03,571493.887
1,/Source IPv4 Addresses,189.203.180.53,101,,,,0,0.01%,0.02,1110322.223
1,/Source IPv4 Addresses,123.161.206.210,99,,,,0,0.01%,0.02,309899.206
1,/Source IPv4 Addresses,197.231.221.211,97,,,,0,0.01%,0.02,36976.628
1,/Source IPv4 Addresses,118.186.36.50,95,,,,0,0.01%,0.02,209873.803
1,/Source IPv4 Addresses,134.196.249.80,94,,,,0,0.01%,0.07,1699756.224
1,/Source IPv4 Addresses,156.214.114.210,93,,,,0,0.01%,0.05,75656.075
1,/Source IPv4 Addresses,221.125.150.89,93,,,,0,0.01%,0.1,695324.515
1,/Source IPv4 Addresses,70.39.99.2,93,,,,0,0.01%,0.02,257257.137
1,/Source IPv4 Addresses,180.250.210.165,92,,,,0,0.01%,0.04,1153736.687
1,/Source IPv4 Addresses,223.68.134.29,92,,,,0,0.01%,0.04,1829338.253
1,/Source IPv4 Addresses,61.139.124.136,92,,,,0,0.01%,0.02,851387.982
1,/Source IPv4 Addresses,89.73.136.66,91,,,,0,0.01%,0.03,2213231.19
1,/Source IPv4 Addresses,124.67.81.2,90,,,,0,0.01%,0.03,28263.42
1,/Source IPv4 Addresses,5.135.143.179,90,,,,0,0.01%,0.02,1093949.476
1,/Source IPv4 Addresses,91.67.163.115,89,,,,0,0.01%,0.02,1286383.749
1,/Source IPv4 Addresses,220.184.94.100,88,,,,0,0.01%,0.04,2534635.231
1,/Source IPv4 Addresses,60.172.229.172,87,,,,0,0.01%,0.02,1565970.169
1,/Source IPv4 Addresses,52.170.99.182,85,,,,0,0.01%,0.02,2214897.261
1,/Source IPv4 Addresses,123.196.120.135,83,,,,0,0.01%,0.02,39029.29
1,/Source IPv4 Addresses,92.222.49.59,83,,,,0,0.01%,0.04,70783.591
1,/Source IPv4 Addresses,5.74.110.164,82,,,,0,0.01%,0.04,689848.788
1,/Source IPv4 Addresses,5.8.10.202,82,,,,0,0.01%,0.03,616640.253
1,/Source IPv4 Addresses,212.129.13.224,79,,,,0,0.01%,0.02,1356416.142
1,/Source IPv4 Addresses,203.81.192.42,78,,,,0,0.01%,0.02,806737.811
1,/Source IPv4 Addresses,122.169.122.143,77,,,,0,0.01%,0.04,2332448.274
1,/Source IPv4 Addresses,166.62.119.181,77,,,,0,0.01%,0.02,2199592.842
1,/Source IPv4 Addresses,62.182.28.6,77,,,,0,0.01%,0.02,895434.275
1,/Source IPv4 Addresses,1.55.249.92,76,,,,0,0.01%,0.1,767335.539
1,/Source IPv4 Addresses,190.151.47.42,76,,,,0,0.01%,0.02,886527.325
1,/Source IPv4 Addresses,76.166.11.37,76,,,,0,0.01%,0.02,257558.978
1,/Source IPv4 Addresses,116.122.36.13,75,,,,0,0.01%,0.04,336800.235
1,/Source IPv4 Addresses,162.105.246.154,75,,,,0,0.01%,0.02,918497.003
1,/Source IPv4 Addresses,220.149.233.224,75,,,,0,0.01%,0.02,1809212.306
1,/Source IPv4 Addresses,114.141.173.13,74,,,,0,0.01%,0.03,2169198.921
1,/Source IPv4 Addresses,203.113.10.153,74,,,,0,0.01%,0.04,239228.43
1,/Source IPv4 Addresses,218.13.183.74,74,,,,0,0.01%,0.02,16513.755
1,/Source IPv4 Addresses,31.163.142.136,74,,,,0,0.01%,0.02,427644.627
1,/Source IPv4 Addresses,218.76.92.219,72,,,,0,0.01%,0.03,989517.675
1,/Source IPv4 Addresses,31.184.197.69,72,,,,0,0.01%,0.05,174768.787
1,/Source IPv4 Addresses,1.250.238.180,71,,,,0,0.01%,0.03,324360.265
1,/Source IPv4 Addresses,123.207.79.36,71,,,,0,0.01%,0.02,8703.711
1,/Source IPv4 Addresses,13.92.249.241,71,,,,0,0.01%,0.02,52998.401
1,/Source IPv4 Addresses,188.17.86.240,71,,,,0,0.01%,0.03,563643.395
1,/Source IPv4 Addresses,115.159.122.222,69,,,,0,0.01%,0.02,1141934.381
1,/Source IPv4 Addresses,128.199.95.223,69,,,,0,0.01%,0.08,497212.45
1,/Source IPv4 Addresses,177.136.186.164,69,,,,0,0.01%,0.02,228932.901
1,/Source IPv4 Addresses,202.29.239.11,69,,,,0,0.01%,0.05,75968.804
1,/Source IPv4 Addresses,46.246.37.180,69,,,,0,0.01%,0.02,18623.907
1,/Source IPv4 Addresses,201.55.116.38,68,,,,0,0.01%,0.02,27183.081
1,/Source IPv4 Addresses,211.75.141.112,68,,,,0,0.01%,0.04,416515.001
1,/Source IPv4 Addresses,45.248.84.133,68,,,,0,0.01%,0.05,350123.766
1,/Source IPv4 Addresses,89.248.167.131,67,,,,0,0.01%,0.02,1519817.398
1,/Source IPv4 Addresses,113.195.145.79,66,,,,0,0.01%,0.03,405436.171
1,/Source IPv4 Addresses,120.234.7.4,66,,,,0,0.01%,0.04,669482.917
1,/Source IPv4 Addresses,173.166.99.116,66,,,,0,0.01%,0.02,279970.092
1,/Source IPv4 Addresses,190.85.103.147,66,,,,0,0.01%,0.02,142260.771
1,/Source IPv4 Addresses,84.55.161.158,66,,,,0,0.01%,0.02,24581.83
1,/Source IPv4 Addresses,123.207.18.136,65,,,,0,0.01%,0.02,1781045.63
1,/Source IPv4 Addresses,190.197.53.146,65,,,,0,0.01%,0.02,101907.032
1,/Source IPv4 Addresses,78.203.22.5,64,,,,0,0.01%,0.05,2220348.043
1,/Source IPv4 Addresses,176.31.110.73,63,,,,0,0.01%,0.02,1519814.826
1,/Source IPv4 Addresses,5.39.218.19,63,,,,0,0.01%,0.02,890732.764
1,/Source IPv4 Addresses,51.15.162.53,63,,,,0,0.01%,0.05,1111346.02
1,/Source IPv4 Addresses,61.160.254.19,63,,,,0,0.01%,0.02,779721.856
1,/Source IPv4 Addresses,13.113.10.193,62,,,,0,0.01%,0.04,683825.372
1,/Source IPv4 Addresses,134.249.137.72,62,,,,0,0.01%,0.05,464338.603
1,/Source IPv4 Addresses,181.176.179.66,62,,,,0,0.01%,0.02,1127103.347
1,/Source IPv4 Addresses,112.133.225.115,61,,,,0,0.01%,0.04,798002.43
1,/Source IPv4 Addresses,121.182.184.75,60,,,,0,0.01%,0.04,473635.929
1,/Source IPv4 Addresses,190.8.137.246,60,,,,0,0.01%,0.02,1876732.689
1,/Source IPv4 Addresses,46.101.113.231,60,,,,0,0.01%,0.02,337564.986
1,/Source IPv4 Addresses,104.236.32.106,59,,,,0,0.01%,0.02,337785.679
1,/Source IPv4 Addresses,111.93.205.186,59,,,,0,0.01%,0.04,340642.869
1,/Source IPv4 Addresses,200.44.166.74,59,,,,0,0.01%,0.03,1366217.329
1,/Source IPv4 Addresses,139.60.160.135,58,,,,0,0.01%,0.02,420072.069
1,/Source IPv4 Addresses,180.76.133.1,58,,,,0,0.01%,0.02,2461772.171
1,/Source IPv4 Addresses,118.92.152.127,57,,,,0,0.01%,0.04,143887.788
1,/Source IPv4 Addresses,121.14.27.58,57,,,,0,0.01%,0.02,297908.831
1,/Source IPv4 Addresses,121.194.3.166,57,,,,0,0.01%,0.03,110628.358
1,/Source IPv4 Addresses,5.226.174.124,57,,,,0,0.01%,0.02,68080.102
1,/Source IPv4 Addresses,5.101.40.37,56,,,,0,0.01%,0.03,564992.401
1,/Source IPv4 Addresses,93.174.95.106,56,,,,0,0.01%,0.02,77136.112
1,/Source IPv4 Addresses,111.11.181.53,55,,,,0,0.01%,0.03,1401848.928
1,/Source IPv4 Addresses,139.162.75.112,55,,,,0,0.01%,0.03,202151.769
1,/Source IPv4 Addresses,200.29.103.94,55,,,,0,0.01%,0.02,247667.12
1,/Source IPv4 Addresses,201.238.217.12,55,,,,0,0.01%,0.02,330804.657
1,/Source IPv4 Addresses,27.155.98.39,55,,,,0,0.01%,0.02,228111.392
1,/Source IPv4 Addresses,110.35.75.69,54,,,,0,0.01%,0.02,336298.111
1,/Source IPv4 Addresses,122.129.203.163,54,,,,0,0.01%,0.05,364035.515
1,/Source IPv4 Addresses,123.207.66.80,54,,,,0,0.01%,0.03,1346773.984
1,/Source IPv4 Addresses,138.118.214.71,54,,,,0,0.01%,0.02,310407.089
1,/Source IPv4 Addresses,180.76.237.61,54,,,,0,0.01%,0.02,86944.36
1,/Source IPv4 Addresses,182.61.116.4,54,,,,0,0.01%,0.04,622981.564
1,/Source IPv4 Addresses,183.129.166.34,54,,,,0,0.01%,0.02,408495.806
1,/Source IPv4 Addresses,200.43.185.67,54,,,,0,0.01%,0.03,2357051.367
1,/Source IPv4 Addresses,202.51.74.55,54,,,,0,0.01%,0.02,302111.334
1,/Source IPv4 Addresses,203.158.202.26,54,,,,0,0.01%,0.04,117874.564
1,/Source IPv4 Addresses,211.60.149.3,54,,,,0,0.01%,0.04,115208.312
1,/Source IPv4 Addresses,218.154.254.14,54,,,,0,0.01%,0.02,21551.393
1,/Source IPv4 Addresses,47.205.250.5,54,,,,0,0.01%,0.03,301901.071
1,/Source IPv4 Addresses,5.101.40.38,54,,,,0,0.01%,0.03,564988.584
1,/Source IPv4 Addresses,112.144.41.186,53,,,,0,0.01%,0.07,713846.41
1,/Source IPv4 Addresses,120.29.131.2,53,,,,0,0.01%,0.04,287813.574
1,/Source IPv4 Addresses,180.250.242.75,53,,,,0,0.01%,0.07,353997.147
1,/Source IPv4 Addresses,183.239.228.51,53,,,,0,0.01%,0.07,247878.61
1,/Source IPv4 Addresses,186.202.185.172,53,,,,0,0.01%,0.02,2284344.226
1,/Source IPv4 Addresses,200.60.117.210,53,,,,0,0.01%,0.02,388178.207
1,/Source IPv4 Addresses,203.236.51.35,53,,,,0,0.01%,0.02,381578.338
1,/Source IPv4 Addresses,209.126.136.6,53,,,,0,0.01%,0.02,286870.255
1,/Source IPv4 Addresses,210.245.8.79,53,,,,0,0.01%,0.05,144763.691
1,/Source IPv4 Addresses,211.214.213.74,53,,,,0,0.01%,0.04,71506.892
1,/Source IPv4 Addresses,218.29.232.107,53,,,,0,0.01%,0.02,178385.879
1,/Source IPv4 Addresses,221.141.3.53,53,,,,0,0.01%,0.04,1019896.071
1,/Source IPv4 Addresses,222.43.108.94,53,,,,0,0.01%,0.03,618410.473
1,/Source IPv4 Addresses,222.44.158.41,53,,,,0,0.01%,0.03,459615.418
1,/Source IPv4 Addresses,24.113.32.82,53,,,,0,0.01%,0.02,333874.423
1,/Source IPv4 Addresses,36.255.3.83,53,,,,0,0.01%,0.04,388480.5
1,/Source IPv4 Addresses,47.92.120.207,53,,,,0,0.01%,0.02,162607.689
1,/Source IPv4 Addresses,59.63.182.63,53,,,,0,0.01%,0.02,403699.03
1,/Source IPv4 Addresses,95.253.154.130,53,,,,0,0.01%,0.02,689921.652
1,/Source IPv4 Addresses,118.26.72.139,52,,,,0,0.01%,0.02,394471.094
1,/Source IPv4 Addresses,122.252.227.149,52,,,,0,0.01%,0.05,262642.181
1,/Source IPv4 Addresses,187.187.112.198,52,,,,0,0.01%,0.02,290157.532
1,/Source IPv4 Addresses,188.243.149.38,52,,,,0,0.01%,0.05,1844901.362
1,/Source IPv4 Addresses,201.149.32.214,52,,,,0,0.01%,0.02,86635.509
1,/Source IPv4 Addresses,201.238.193.40,52,,,,0,0.01%,0.02,254088.541
1,/Source IPv4 Addresses,218.53.106.7,52,,,,0,0.01%,0.03,818985.09
1,/Source IPv4 Addresses,220.197.207.238,52,,,,0,0.01%,0.02,1661353.058
1,/Source IPv4 Addresses,220.249.6.190,52,,,,0,0.01%,0.02,47408.36
1,/Source IPv4 Addresses,221.208.141.153,52,,,,0,0.01%,0.02,318403.721
1,/Source IPv4 Addresses,222.103.136.94,52,,,,0,0.01%,0.02,301156.301
1,/Source IPv4 Addresses,223.71.139.186,52,,,,0,0.01%,0.04,117326.344
1,/Source IPv4 Addresses,57.83.1.59,52,,,,0,0.01%,0.06,1662298.059
1,/Source IPv4 Addresses,91.236.5.3,52,,,,0,0.01%,0.02,1048082.929
1,/Source IPv4 Addresses,1.246.219.166,51,,,,0,0.01%,0.04,1159274.004
1,/Source IPv4 Addresses,111.225.216.3,51,,,,0,0.01%,0.02,2060586.778
1,/Source IPv4 Addresses,114.241.52.2,51,,,,0,0.01%,0.02,215979.889
1,/Source IPv4 Addresses,119.2.12.43,51,,,,0,0.01%,0.02,586262.213
1,/Source IPv4 Addresses,182.18.170.237,51,,,,0,0.01%,0.04,301972.471
1,/Source IPv4 Addresses,182.73.165.170,51,,,,0,0.01%,0.05,173292.01
1,/Source IPv4 Addresses,187.187.112.197,51,,,,0,0.01%,0.02,84217.395
1,/Source IPv4 Addresses,189.112.250.105,51,,,,0,0.01%,0.02,355728.574
1,/Source IPv4 Addresses,2.190.179.2,51,,,,0,0.01%,0.03,928634.969
1,/Source IPv4 Addresses,207.42.135.84,51,,,,0,0.01%,0.02,77740.601
1,/Source IPv4 Addresses,221.161.235.163,51,,,,0,0.01%,0.02,179198.655
1,/Source IPv4 Addresses,222.103.136.117,51,,,,0,0.01%,0.02,500102.752
1,/Source IPv4 Addresses,222.103.136.129,51,,,,0,0.01%,0.02,148113.827
1,/Source IPv4 Addresses,222.48.110.118,51,,,,0,0.01%,0.02,372945.809
1,/Source IPv4 Addresses,36.37.174.245,51,,,,0,0.01%,0.04,590925.935
1,/Source IPv4 Addresses,58.229.178.189,51,,,,0,0.01%,0.04,623987.076
1,/Source IPv4 Addresses,60.251.223.115,51,,,,0,0.01%,0.04,240657.729
1,/Source IPv4 Addresses,113.207.36.71,50,,,,0,0.01%,0.02,678352.597
